SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,Taux_Endettement,Taux_Endettement_OK,Taux_Endettement_NOK,Reste_A_Vivre,YEARS_BIRTH,YEARS_EMPLOYED,YEARS_REGISTRATION,YEARS_ID_PUBLISH
103280,0,0,0,1,2,90000.0,502497.0,28188.0,454500.0,6,2,1,1,1,0.022625,-16243,-3010,-10376.0,-4446,7.0,1,1,0,1,0,0,0,4.0,2,2,4,8,0,0,0,0,0,0,5,0.7296482545046304,0.6436348732394035,0.7688075728291359,0.0845,0.0,0.9846,0.7892,0.0237,0.0,0.2414,0.1667,0.2083,0.0271,0.0689,0.0877,0.0116,0.017,0.0861,0.0,0.9846,0.7975,0.0239,0.0,0.2414,0.1667,0.2083,0.0278,0.0753,0.0913,0.0117,0.0179,0.0854,0.0,0.9846,0.792,0.0239,0.0,0.2414,0.1667,0.2083,0.0276,0.0701,0.0893,0.0116,0.0173,2,0,0.0856,5,0,0.0,0.0,0.0,0.0,-2043.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,46,0,1,87651,-44,-8,-28,-12
103733,0,1,0,0,1,270000.0,1639057.5,67639.5,1530000.0,6,2,2,1,5,0.072508,-11501,-467,-4468.0,-3985,13.0,1,1,0,1,1,0,6,3.0,1,1,6,15,0,0,0,0,0,0,5,0.6384267148737641,0.5590787066797407,0.0005272652387098817,0.1074,0.0974,0.9762,0.6736,0.0,0.016,0.1586,0.225,0.2667,0.0,0.0876,0.0666,0.0,0.0432,0.084,0.0398,0.9747,0.6668,0.0,0.0,0.1379,0.1667,0.2083,0.0,0.0735,0.0489,0.0,0.0273,0.0833,0.08199999999999999,0.9762,0.6779999999999999,0.0,0.0,0.1379,0.1667,0.2083,0.0,0.0684,0.0484,0.0,0.027000000000000003,2,0,0.0549,4,0,0.0,0.0,0.0,0.0,-435.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,50,0,1,264363,-31,-1,-12,-10
104131,0,1,0,0,0,382500.0,595386.0,25222.5,513972.0,6,2,4,4,1,0.014464,-21689,-3304,-11377.0,-4824,18.0,1,1,1,1,1,0,10,1.0,2,2,5,3,0,0,0,0,1,1,10,0.6118669277207414,0.7286075704159239,0.5849900404894085,0.0773,0.0754,0.9826,0.762,0.0071,0.0,0.1724,0.1667,0.2083,0.0608,0.063,0.0696,0.0,0.0,0.063,0.0474,0.9826,0.7713,0.0,0.0,0.1379,0.1667,0.2083,0.0517,0.0551,0.0586,0.0,0.0,0.0781,0.0754,0.9826,0.7652,0.0072,0.0,0.1724,0.1667,0.2083,0.0618,0.0641,0.0709,0.0,0.0,1,0,0.0573,4,0,1.0,0.0,1.0,0.0,-2087.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0,12,1,0,380398,-59,-9,-31,-13
104149,0,0,0,1,1,247500.0,420588.0,32679.0,360000.0,6,2,4,1,1,0.020713,-16051,-2153,-8421.0,-4278,15.0,1,1,0,1,0,0,2,3.0,3,3,6,7,0,0,0,0,0,0,27,0.5548578846212892,0.27200986627155804,0.6006575372857061,0.10099999999999999,0.1085,0.9796,0.7212,0.0455,0.0,0.2069,0.1667,0.2083,0.0404,0.0815,0.0923,0.0039,0.0079,0.1029,0.1126,0.9796,0.7321,0.0459,0.0,0.2069,0.1667,0.2083,0.0413,0.0891,0.0962,0.0039,0.0083,0.102,0.1085,0.9796,0.7249,0.0458,0.0,0.2069,0.1667,0.2083,0.0411,0.0829,0.094,0.0039,0.008,2,0,0.0743,4,0,3.0,1.0,3.0,0.0,-337.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,14,1,0,244776,-43,-5,-23,-11
104402,0,1,0,1,0,315000.0,481176.0,23278.5,360000.0,6,2,1,0,1,0.022625,-12142,-4723,-6273.0,-4279,4.0,1,1,0,1,0,0,8,2.0,2,2,2,14,0,0,0,0,0,0,4,0.7404903640567325,0.7436620489790843,0.5902333386185574,0.0742,0.0,0.9781,0.7008,0.1097,0.08,0.069,0.3333,0.375,0.0,0.0605,0.0523,0.0,0.0,0.0756,0.0,0.9782,0.7125,0.1107,0.0806,0.069,0.3333,0.375,0.0,0.0661,0.0545,0.0,0.0,0.0749,0.0,0.9781,0.7048,0.1104,0.08,0.069,0.3333,0.375,0.0,0.0616,0.0533,0.0,0.0,2,0,0.06,4,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,12,1,0,313060,-33,-12,-17,-11
104502,0,0,0,0,1,292500.0,454500.0,20020.5,454500.0,6,2,4,1,1,0.015221,-13951,-4414,-5690.0,-4687,7.0,1,1,1,1,1,0,10,3.0,2,2,0,14,0,0,0,0,0,0,5,0.6284005212218327,0.4517594493884417,0.5370699579791587,0.0918,0.1006,0.9836,0.7756,0.0119,0.0,0.2069,0.1667,0.2083,0.0645,0.07400000000000001,0.084,0.0039,0.0077,0.0935,0.1044,0.9836,0.7844,0.012,0.0,0.2069,0.1667,0.2083,0.0659,0.0808,0.0875,0.0039,0.0081,0.0926,0.1006,0.9836,0.7786,0.012,0.0,0.2069,0.1667,0.2083,0.0656,0.0752,0.0855,0.0039,0.0078,1,0,0.0743,4,0,3.0,0.0,3.0,0.0,-285.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,12,1,0,290831,-38,-12,-15,-12
105203,0,0,0,1,0,180000.0,582804.0,31747.5,463500.0,6,2,4,0,1,0.008865999999999999,-18716,-2441,-8019.0,-2086,4.0,1,1,0,1,0,0,2,2.0,2,2,1,12,0,0,0,0,0,0,34,0.5813095715337382,0.7057567660035551,0.4489622731076524,0.0082,0.0,0.9617,0.4764,0.0022,0.0,0.0345,0.0417,0.0833,0.0192,0.0067,0.0066,0.0,0.0,0.0084,0.0,0.9618,0.4969,0.0023,0.0,0.0345,0.0417,0.0833,0.0196,0.0073,0.0068,0.0,0.0,0.0083,0.0,0.9617,0.4834,0.0023,0.0,0.0345,0.0417,0.0833,0.0195,0.0068,0.0067,0.0,0.0,2,0,0.0064,6,0,0.0,0.0,0.0,0.0,-1795.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,8.0,26,1,0,177354,-51,-6,-21,-5
105357,0,1,0,0,0,81000.0,431280.0,22018.5,360000.0,6,2,4,1,1,0.025164,-13303,-1174,-2786.0,-4875,13.0,1,1,1,1,0,0,4,2.0,2,2,4,16,0,0,0,0,0,0,10,0.6248868316600524,0.5637630973619067,0.6769925032909132,0.0804,0.0588,0.9757,0.6668,0.006999999999999999,0.0,0.1379,0.1667,0.2083,0.0165,0.063,0.0611,0.0116,0.0118,0.0819,0.061,0.9757,0.6798,0.0071,0.0,0.1379,0.1667,0.2083,0.0168,0.0689,0.0637,0.0117,0.0124,0.0812,0.0588,0.9757,0.6713,0.006999999999999999,0.0,0.1379,0.1667,0.2083,0.0167,0.0641,0.0622,0.0116,0.012,2,0,0.0544,5,0,2.0,0.0,2.0,0.0,-784.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,44,0,1,79165,-36,-3,-7,-13
105452,0,0,0,0,0,202500.0,540000.0,34510.5,540000.0,6,1,1,1,1,0.020246,-17188,-5779,-5490.0,-747,11.0,1,1,1,1,0,0,3,2.0,3,3,0,4,0,0,0,0,0,0,35,0.6365575788980506,0.4961751312296687,0.0005272652387098817,0.1186,0.1264,0.9925,0.898,0.0165,0.0,0.2069,0.1667,0.2083,0.0784,0.0967,0.124,0.0,0.0,0.1208,0.1312,0.9926,0.902,0.0166,0.0,0.2069,0.1667,0.2083,0.0802,0.1056,0.1292,0.0,0.0,0.1197,0.1264,0.9925,0.8994,0.0166,0.0,0.2069,0.1667,0.2083,0.0797,0.0983,0.1263,0.0,0.0,2,0,0.1066,5,0,2.0,0.0,2.0,0.0,-298.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,22,1,0,199624,-47,-15,-15,-2
105470,0,1,0,1,0,135000.0,360000.0,23026.5,360000.0,1,2,4,0,1,0.028663,-19719,-1181,-6909.0,-3250,2.0,1,1,1,1,1,0,8,2.0,2,2,0,13,0,0,0,0,0,0,38,0.6882408177337995,0.5963075751209981,0.5954562029091491,0.0722,0.0842,0.9791,0.7144,0.0171,0.0,0.1379,0.1667,0.2083,0.047,0.0588,0.0659,0.0,0.0,0.0735,0.0874,0.9791,0.7256,0.0173,0.0,0.1379,0.1667,0.2083,0.0481,0.0643,0.0686,0.0,0.0,0.0729,0.0842,0.9791,0.7182,0.0172,0.0,0.1379,0.1667,0.2083,0.0478,0.0599,0.0671,0.0,0.0,2,0,0.0518,5,0,0.0,0.0,0.0,0.0,-2320.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,22,1,0,133081,-54,-3,-18,-8
105641,0,1,0,1,1,157500.0,135000.0,10665.0,135000.0,6,2,4,1,1,0.031329,-12976,-1974,-1221.0,-4956,4.0,1,1,1,1,1,0,8,3.0,2,2,0,16,0,0,0,0,0,0,5,0.20038861245970016,0.5486666956366542,0.3344541255096772,0.2227,0.1577,0.9866,0.8164,0.0415,0.24,0.2069,0.3333,0.375,0.1139,0.1816,0.2312,0.0,0.0056,0.2269,0.1637,0.9866,0.8236,0.0418,0.2417,0.2069,0.3333,0.375,0.1165,0.1983,0.2409,0.0,0.006,0.2248,0.1577,0.9866,0.8189,0.0417,0.24,0.2069,0.3333,0.375,0.1159,0.1847,0.2354,0.0,0.0058,2,0,0.1831,4,0,4.0,0.0,3.0,0.0,-457.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,156611,-35,-5,-3,-13
105648,0,0,0,1,0,247500.0,552555.0,30105.0,477000.0,6,2,2,0,1,0.02461,-10079,-3479,-4550.0,-2729,1.0,1,1,0,1,1,1,8,2.0,2,2,4,11,0,0,0,0,0,0,5,0.207894611508563,0.5967391542563081,0.3539876078507373,0.1969,0.1686,0.9861,0.8096,0.1541,0.24,0.2069,0.3333,0.375,0.1123,0.1614,0.2163,0.0154,0.0459,0.2006,0.175,0.9861,0.8171,0.1555,0.2417,0.2069,0.3333,0.375,0.1149,0.1763,0.2254,0.0156,0.0486,0.1988,0.1686,0.9861,0.8121,0.1551,0.24,0.2069,0.3333,0.375,0.1143,0.1642,0.2202,0.0155,0.0469,2,0,0.2624,5,0,3.0,0.0,3.0,0.0,-1664.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,18,1,0,244991,-27,-9,-12,-7
105737,0,0,0,0,0,220500.0,1094688.0,39321.0,945000.0,6,2,4,1,2,0.072508,-21250,-481,-4467.0,-4504,5.0,1,1,0,1,1,0,8,2.0,1,1,4,14,0,0,0,0,0,0,10,0.7284224363670094,0.6157218961331407,0.6347055309763198,0.2448,0.0986,0.9925,0.898,0.1627,0.28,0.1207,0.6667,0.7083,0.0,0.1992,0.1508,0.0019,0.0017,0.1418,0.0588,0.9926,0.902,0.0938,0.1611,0.069,0.6667,0.7083,0.0,0.124,0.08900000000000001,0.0,0.0,0.2472,0.0986,0.9925,0.8994,0.1637,0.28,0.1207,0.6667,0.7083,0.0,0.2027,0.1535,0.0019,0.0018,2,0,0.2978,4,0,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,41,0,1,217223,-58,-1,-12,-12
105744,0,0,0,0,0,225000.0,493204.5,25312.5,369000.0,6,0,1,3,1,0.032561,-10642,-126,-3941.0,-3181,9.0,1,1,0,1,0,0,10,1.0,1,1,4,19,0,0,0,0,0,0,5,0.2604544318293883,0.7174683574582414,0.363945238612397,0.0216,0.0588,0.9687,0.5716,0.0045,0.0,0.1034,0.0833,0.125,0.0,0.0177,0.0268,0.0,0.0,0.0221,0.061,0.9687,0.5884,0.0046,0.0,0.1034,0.0833,0.125,0.0,0.0193,0.0279,0.0,0.0,0.0219,0.0588,0.9687,0.5773,0.0045,0.0,0.1034,0.0833,0.125,0.0,0.018000000000000002,0.0273,0.0,0.0,3,0,0.0294,4,0,0.0,0.0,0.0,0.0,-516.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,18,1,0,222890,-29,0,-10,-8
105758,0,0,0,1,0,270000.0,729792.0,37390.5,630000.0,1,0,4,1,2,0.035792000000000004,-13922,-697,-7831.0,-5422,22.0,1,1,0,1,1,0,14,2.0,2,2,1,16,0,0,0,0,0,0,30,0.5021508075413433,0.7039416147692028,0.4956658291397297,0.0722,0.0768,0.9757,0.6668,0.0077,0.0,0.1379,0.1667,0.2083,0.055999999999999994,0.0546,0.051,0.0193,0.0516,0.0735,0.0797,0.9757,0.6798,0.0077,0.0,0.1379,0.1667,0.2083,0.0573,0.0597,0.0531,0.0195,0.0546,0.0729,0.0768,0.9757,0.6713,0.0077,0.0,0.1379,0.1667,0.2083,0.057,0.0556,0.0519,0.0194,0.0527,2,0,0.0513,5,0,0.0,0.0,0.0,0.0,-3879.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,22,1,0,266884,-38,-1,-21,-14
105979,0,1,0,1,0,292500.0,1441687.5,46638.0,1237500.0,5,2,1,1,1,0.020713,-14241,-2641,-156.0,-4908,16.0,1,1,0,1,0,0,6,2.0,3,2,4,13,0,0,0,0,0,0,6,0.6516178094389321,0.5210861197360144,0.5762088360175724,0.1763,0.1604,0.9866,0.8164,0.04,0.24,0.2069,0.3333,0.0417,0.0781,0.1437,0.2239,0.0,0.0,0.1796,0.1664,0.9866,0.8236,0.0404,0.2417,0.2069,0.3333,0.0417,0.0799,0.157,0.2332,0.0,0.0,0.17800000000000002,0.1604,0.9866,0.8189,0.0403,0.24,0.2069,0.3333,0.0417,0.0795,0.1462,0.2279,0.0,0.0,2,0,0.2004,4,0,7.0,0.0,7.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,41,0,1,288613,-39,-7,0,-13
106754,0,0,0,0,0,261000.0,900000.0,45954.0,900000.0,6,0,4,1,1,0.02461,-10714,-2121,-2580.0,-599,14.0,1,1,0,1,1,0,3,2.0,2,2,0,10,0,0,0,0,0,0,38,0.7619061410213214,0.6439307473827128,0.1766525794312139,0.1474,0.0922,0.9841,0.7824,0.0043,0.0,0.069,0.1667,0.2083,0.0559,0.1177,0.0659,0.0116,0.0226,0.1502,0.0957,0.9841,0.7909,0.0043,0.0,0.069,0.1667,0.2083,0.0572,0.1286,0.0687,0.0117,0.0239,0.1489,0.0922,0.9841,0.7853,0.0043,0.0,0.069,0.1667,0.2083,0.0569,0.1197,0.0671,0.0116,0.0231,2,0,0.0954,5,0,0.0,0.0,0.0,0.0,-298.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,257170,-29,-5,-7,-1
106817,0,0,0,1,2,180000.0,543037.5,43033.5,463500.0,6,0,2,1,1,0.04622,-12419,-620,-4046.0,-2338,2.0,1,1,0,1,0,1,3,4.0,1,1,4,15,0,0,0,0,1,1,38,0.2350566686952497,0.5134635919357851,0.34578480246959553,0.046,0.054000000000000006,0.9955,0.932,0.0277,0.0,0.069,0.125,0.1458,0.0139,0.0332,0.0506,0.0,0.0,0.0578,0.018000000000000002,0.997,0.9085,0.0205,0.0,0.0345,0.1667,0.0833,0.0131,0.022000000000000002,0.0163,0.0,0.0,0.0573,0.054000000000000006,0.997,0.9329,0.0279,0.0,0.069,0.1667,0.1458,0.0141,0.0338,0.0651,0.0,0.0,0,0,0.0619,5,0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,25,1,0,176413,-34,-1,-11,-6
106851,0,1,0,1,0,297000.0,790830.0,52978.5,675000.0,6,0,1,3,1,0.011657,-13207,-304,-748.0,-2576,17.0,1,1,0,1,0,1,3,1.0,1,1,1,17,1,1,0,0,0,0,40,0.07999749023432028,0.3069475695284807,0.5549467685334323,0.0052,0.0,0.9513,0.3336,0.0013,0.0,0.0345,0.0417,0.0833,0.0,0.0042,0.0034,0.0,0.0,0.0053,0.0,0.9513,0.3597,0.0013,0.0,0.0345,0.0417,0.0833,0.0,0.0046,0.0035,0.0,0.0,0.0052,0.0,0.9513,0.3425,0.0013,0.0,0.0345,0.0417,0.0833,0.0,0.0043,0.0034,0.0,0.0,2,0,0.0033,6,0,0.0,0.0,0.0,0.0,-7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,22,1,0,292585,-36,0,-2,-7
106914,0,0,0,1,0,112500.0,256500.0,18792.0,256500.0,6,2,4,1,1,0.018209,-18312,-2723,-7718.0,-1671,2.0,1,1,0,1,0,0,14,2.0,3,3,2,11,0,0,0,0,0,0,5,0.5691416138129107,0.6006637648660784,0.05347808736117268,0.1258,0.0963,0.9806,0.7348,0.0074,0.0,0.069,0.1667,0.0417,0.0476,0.1025,0.0738,0.0,0.0187,0.1282,0.0999,0.9806,0.7452,0.0075,0.0,0.069,0.1667,0.0417,0.0487,0.11199999999999999,0.0769,0.0,0.0198,0.127,0.0963,0.9806,0.7383,0.0075,0.0,0.069,0.1667,0.0417,0.0484,0.1043,0.0752,0.0,0.0191,2,0,0.0621,4,0,0.0,0.0,0.0,0.0,-2020.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,1.0,19,1,0,110934,-50,-7,-21,-4
106924,0,0,0,0,0,76500.0,315000.0,13873.5,315000.0,6,1,1,0,2,0.010276,-11413,-453,-5473.0,-1961,16.0,1,1,1,1,0,0,8,2.0,2,2,3,17,0,0,0,0,0,0,31,0.5879445124428421,0.6634462162678144,0.6479768603302221,0.1289,0.0851,0.9856,0.8028,0.0,0.0,0.3793,0.1667,0.0417,0.1672,0.1051,0.1249,0.0,0.0,0.1313,0.0883,0.9856,0.8105,0.0,0.0,0.3793,0.1667,0.0417,0.171,0.1148,0.1301,0.0,0.0,0.1301,0.0851,0.9856,0.8054,0.0,0.0,0.3793,0.1667,0.0417,0.1701,0.1069,0.1272,0.0,0.0,3,0,0.1309,5,0,3.0,0.0,3.0,0.0,-458.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,34,0,1,75343,-31,-1,-14,-5
107246,0,0,0,1,2,135000.0,675000.0,53329.5,675000.0,6,2,1,1,1,0.018801,-14547,-1166,-5259.0,-2948,9.0,1,1,1,1,1,0,0,4.0,2,2,4,12,0,0,0,0,0,0,27,0.3727386715966365,0.6000551541557885,0.6769925032909132,0.2196,0.1255,0.9816,0.7484,0.0826,0.24,0.2069,0.3333,0.375,0.1224,0.179,0.2313,0.0,0.0,0.2237,0.1302,0.9816,0.7583,0.0834,0.2417,0.2069,0.3333,0.375,0.1252,0.1956,0.24100000000000002,0.0,0.0,0.2217,0.1255,0.9816,0.7518,0.0832,0.24,0.2069,0.3333,0.375,0.1245,0.1821,0.2355,0.0,0.0,2,0,0.2271,4,0,1.0,0.0,1.0,0.0,-1761.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,130555,-39,-3,-14,-8
107256,0,1,0,1,0,450000.0,1096020.0,56092.5,900000.0,6,2,4,1,1,0.072508,-15566,-5255,-7671.0,-4347,6.0,1,1,0,1,0,0,8,2.0,1,1,5,12,0,0,0,0,0,0,51,0.8289544565114746,0.7273864666068527,0.6879328378491735,0.3613,0.1848,0.9831,0.7688,0.1459,0.44,0.1897,0.625,0.6667,0.0,0.2942,0.3888,0.0039,0.0071,0.3351,0.1483,0.9831,0.7779,0.1357,0.4028,0.1724,0.625,0.6667,0.0,0.292,0.3742,0.0039,0.0074,0.3648,0.1848,0.9831,0.7719,0.1468,0.44,0.1897,0.625,0.6667,0.0,0.2993,0.3958,0.0039,0.0072,2,0,0.284,4,0,0.0,0.0,0.0,0.0,-946.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,445325,-42,-14,-21,-11
107530,0,0,0,1,0,135000.0,675000.0,38749.5,675000.0,6,2,4,1,1,0.011703,-19336,-9280,-12282.0,-2753,6.0,1,1,0,1,1,0,6,2.0,2,2,2,12,0,0,0,0,0,0,5,0.7186880122834898,0.7509419872271474,0.7435593141311444,0.0124,0.0,0.9613,0.4696,0.0034,0.0,0.069,0.0833,0.125,0.0591,0.0101,0.0171,0.0,0.0,0.0126,0.0,0.9613,0.4904,0.0034,0.0,0.069,0.0833,0.125,0.0605,0.011000000000000001,0.0178,0.0,0.0,0.0125,0.0,0.9613,0.4767,0.0034,0.0,0.069,0.0833,0.125,0.0602,0.0103,0.0174,0.0,0.0,2,0,0.0212,5,0,1.0,0.0,1.0,0.0,-1783.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,131770,-52,-25,-33,-7
107677,0,0,0,1,0,247500.0,1921797.0,66928.5,1755000.0,6,0,4,1,1,0.01885,-21483,-8856,-13094.0,-5044,2.0,1,1,0,1,1,0,11,2.0,2,2,5,17,0,0,0,0,0,0,27,0.6659721663610528,0.6726546591658591,0.7352209993926424,0.2227,0.1214,0.9821,0.7552,0.053,0.24,0.2069,0.3333,0.375,0.1482,0.1816,0.2335,0.0,0.0,0.2269,0.126,0.9821,0.7648,0.0535,0.2417,0.2069,0.3333,0.375,0.1516,0.1983,0.2433,0.0,0.0,0.2248,0.1214,0.9821,0.7585,0.0534,0.24,0.2069,0.3333,0.375,0.1508,0.1847,0.2377,0.0,0.0,2,0,0.2127,4,0,1.0,0.0,1.0,0.0,-581.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,64,0,1,241922,-58,-24,-35,-13
107807,0,0,0,0,0,202500.0,1928304.0,79578.0,1800000.0,6,0,1,1,5,0.007305,-12161,-1509,-3670.0,-4416,11.0,1,1,0,1,0,0,10,2.0,3,3,6,14,0,0,0,0,0,0,5,0.6363980508474187,0.6194455185037637,0.5971924268337128,0.2851,0.3127,0.9881,0.8096,0.1521,0.28,0.2414,0.375,0.375,0.0961,0.395,0.2909,0.0116,0.0283,0.084,0.3245,0.9861,0.8171,0.1535,0.0806,0.069,0.375,0.375,0.0199,0.4316,0.0551,0.0117,0.03,0.2878,0.3127,0.9881,0.8121,0.1531,0.28,0.2414,0.375,0.375,0.0978,0.4019,0.2961,0.0116,0.0289,2,0,0.5053,4,0,0.0,0.0,0.0,0.0,-556.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,79,0,1,195868,-33,-4,-10,-12
